gender,age,occ,student,occ_code,occ_code,live,town,pc.district,bread,furniture,clothing,gum,footwear,meal,walkway,frozen,prank,group,foot.cut,gas.glass,for.more,one.gone,book.spook,look.luke,fur.bear,singer.finger,pour.poor,eight.ate,weighed.wade,thin.fin,spa.spar,boat.bought,mute.moot,war.wore,fool.full.fall,give.it.me,I.done.it,things.what,you.was,you.wasnt,beaches.was,horses.wasnt,i.werent,i.were,we.was,we.wasnt,they.was,they.wasnt,she.were,she.werent,not.got.it,look.at.them,right.adj,right.n,not.be,was.sat,coming.the,go.cinema,accent_self_id,accent_self_eval_1
Male,41,"Global Director, Diversity & Inclusion",No,"1. Higher managerial and professional occupations (e.g. lawyer, doctor, accountant, large business owner etc.)",5,"Yes, for all of that time","Charnock Richard, Chorley, Lancashire ",Pr7,Barm,Couch,Pants,Chuddy,Pumps,Tea,Ginnel,Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run",You lot,Rhyme,Rhyme,Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Rhyme,Different,Different,Different,Different,Same,Different,Different,Different,They all sound different to each other,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,Bastardised Chorley,4
Female,22,Student,Yes,"1. Higher managerial and professional occupations (e.g. lawyer, doctor, accountant, large business owner etc.)",5,"Yes, for all of that time",Hutton Rudby/Stokesley,TS15 ,"Bap,Bun","Settee,Sofa",Trousers,Chewy,Other...,Tea,"Alley(way),Cut",Other...,"Knock and run, knock knock run, knock door run, knock-a-door run",You lot,Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Same,Same,Same,Same,Same,Different,Different,Same,They all sound different to each other,a. I'd say this myself,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,Soft northern accent ,5
Female,24,Umemployed,No,"1. Higher managerial and professional occupations (e.g. lawyer, doctor, accountant, large business owner etc.)",5,"Yes, for all of that time","Middleton on leven, yarm ",Ts15 0jx,Bun,Sofa,Trousers,Chewy,Pumps,Tea,Alley(way),Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run","You guys,You lot",Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Rhyme,Same,Same,Same,Different,Same,Different,Different,Same,They all sound different to each other,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,Soft northern,5
Female,23,Unemployed,No,"1. Higher managerial and professional occupations (e.g. lawyer, doctor, accountant, large business owner etc.)",5,"Yes, for all of that time","Great Ayton, Middlesbrough",TS9,Roll,Sofa,Trousers,"(Chewing) gum,Chewy",Plimsolls,Tea,Cut,Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run",Yous(e),Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Same,Same,Same,Different,Same,Different,Different,Same,They all sound different to each other,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,a. I'd say this myself,c. I've heard some people use this expression,a. I'd say this myself,c. I've heard some people use this expression,a. I'd say this myself,Southern sounding with northern dialect,3
Male,17,Student ,Yes,"1. Higher managerial and professional occupations (e.g. lawyer, doctor, accountant, large business owner etc.)",5,"Yes, for all of that time","Appley Bridge, Wigan",WN6,Barm,Settee,Pants,Chewy,Other...,Tea,Alley(way),Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run","You,You all,You lot",Don't rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Rhyme,Rhyme,Same,Same,Same,Different,Same,Different,Different,Same,They all sound different to each other,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",e. No native speaker of English would say this,"d. A speaker of English might say this, but I haven't really heard it","b. I wouldn't use it, but people from my area do",a. I'd say this myself,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",e. No native speaker of English would say this,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",No distinct accent / normal,7
Male,21,Student ,Yes,"1. Higher managerial and professional occupations (e.g. lawyer, doctor, accountant, large business owner etc.)",5,"Yes, for all of that time",Orell,WN8 ,Roll,Couch,Trousers,Chewy,Other...,Tea,Alley(way),Lolly ice,"Knock and run, knock knock run, knock door run, knock-a-door run","You all,Yous(e)",Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Rhyme,Same,Same,Different,Same,Same,Different,Different,Same,They all sound different to each other,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,"b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,Wool,7
Female,25,PhD student,Yes,"1. Higher managerial and professional occupations (e.g. lawyer, doctor, accountant, large business owner etc.)",5,"Yes, for all of that time",Bridgwater and Newport,NP18,"Bap,Roll","Settee,Sofa",Trousers,(Chewing) gum,Daps,Tea,Alley(way),Ice lolly,"Knock knock ginger, knock down ginger, knock off ginger, knocky door ginger, or some other term with 'ginger' in it",You guys,Don't rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Same,Same,Same,Different,Same,Different,Different,Same,They all sound the same as each other,a. I'd say this myself,"b. I wouldn't use it, but people from my area do","d. A speaker of English might say this, but I haven't really heard it","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","d. A speaker of English might say this, but I haven't really heard it","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,c. I've heard some people use this expression,a. I'd say this myself,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"Neutral accent, South Wales dialect",5
Male,21,Student,Yes,"1. Higher managerial and professional occupations (e.g. lawyer, doctor, accountant, large business owner etc.)",5,"Yes, for all of that time",Durham,DH7,Bun,Settee,"Trousers,Kecks or kegs (or some other spelling variant)","(Chewing) gum,Other...",Other...,Tea,"Alley(way),Cut",Ice lolly,Other...,Yous(e),Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Different,Same,Same,Different,Same,Different,Different,Same,They all sound different to each other,c. I've heard some people use this expression,c. I've heard some people use this expression,a. I'd say this myself,c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,c. I've heard some people use this expression,Almost geordie,7
Female,21,Student,Yes,"1. Higher managerial and professional occupations (e.g. lawyer, doctor, accountant, large business owner etc.)",5,"Yes, for all of that time",Liverpool,L12,"Barm,Roll",Couch,"Pants,Trousers","(Chewing) gum,Chewy",Pumps,Tea,Alley(way),Ice lolly,Other...,"You guys,Yous(e)",Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Rhyme,Rhyme,Same,Same,Same,Same,Same,Different,Different,Same,They all sound different to each other,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","d. A speaker of English might say this, but I haven't really heard it",e. No native speaker of English would say this,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","d. A speaker of English might say this, but I haven't really heard it","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,"b. I wouldn't use it, but people from my area do","d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,Scouse,5
Female ,22,Engineer ,No,"2. Intermediate occupations (e.g. teacher, engineer, manager, higher admin etc.)",4,"Yes, for all of that time",Blackpool ,F’Y2 0EN,"Barm,Bap","Settee,Sofa",Pants,"(Chewing) gum,Chewy",Other...,Tea,"Alley(way),Snicket",Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run","You lot,Yous(e)",Rhyme,Don't rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Rhyme,Same,Same,Same,Different,Same,Different,Different,Same,They all sound different to each other,a. I'd say this myself,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","d. A speaker of English might say this, but I haven't really heard it","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,North,6
Female ,23,Prison officer ,No,"2. Intermediate occupations (e.g. teacher, engineer, manager, higher admin etc.)",4,"Yes, for all of that time",Lancaster ,La1,Bun,Sofa,Trousers,(Chewing) gum,Pumps,Tea,Alley(way),Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run",You lot,Rhyme,Don't rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Rhyme,Same,Same,Same,Different,Same,Different,Different,Same,They all sound different to each other,a. I'd say this myself,c. I've heard some people use this expression,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,a. I'd say this myself,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,Northern ,3
Male,41,Designer,No,"2. Intermediate occupations (e.g. teacher, engineer, manager, higher admin etc.)",4,"Yes, for all of that time",Manchester,M35,"Barm,Muffin","Settee,Sofa","Pants,Kecks or kegs (or some other spelling variant)",Chewy,Pumps,Tea,Ginnel,Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run",You lot,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Rhyme,Don't rhyme,Rhyme,Same,Same,Same,Same,Same,Different,Different,Different,They all sound different to each other,a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,c. I've heard some people use this expression,a. I'd say this myself,"b. I wouldn't use it, but people from my area do","d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,Manc,7
Female,21,Teacher,No,"2. Intermediate occupations (e.g. teacher, engineer, manager, higher admin etc.)",4,"Yes, for all of that time",Preston,Pr2,Roll,Sofa,Trousers,(Chewing) gum,Pumps,Tea,"Alley(way),Ginnel",Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run","You guys,You lot",Rhyme,Don't rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Rhyme,Same,Same,Same,Different,Same,Different,Same,Same,They all sound different to each other,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,"b. I wouldn't use it, but people from my area do",e. No native speaker of English would say this,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",Lancashire,5
Female,56,Buyer,No,"2. Intermediate occupations (e.g. teacher, engineer, manager, higher admin etc.)",4,"Yes, for all of that time",Chorley,Pr7,Barm,Settee,Trousers,(Chewing) gum,Pumps,Tea,Alley(way),Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run",You all,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Rhyme,Don't rhyme,Rhyme,Rhyme,Same,Same,Same,Different,Same,Different,Different,Different,They all sound different to each other,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,Northern,6
Male,21,Trainee teacher ,Yes,"2. Intermediate occupations (e.g. teacher, engineer, manager, higher admin etc.)",4,"Yes, for all of that time",Wigan ,Wn2,Barm,Sofa,Pants,Chewy,Pumps,Tea,Ginnel,Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run",Yous(e),Don't rhyme,Don't rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Rhyme,Different,Same,Same,Same,Same,Different,Different,Same,They all sound different to each other,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,"b. I wouldn't use it, but people from my area do","d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,"b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,Mild wigan,4
Female,61,Carer,No,"2. Intermediate occupations (e.g. teacher, engineer, manager, higher admin etc.)",4,"Yes, for all of that time",South London ,Se22,Roll,Settee,Trousers,(Chewing) gum,Pumps,Tea,Alley(way),Ice lolly,"Knock knock ginger, knock down ginger, knock off ginger, knocky door ginger, or some other term with 'ginger' in it",You,Don't rhyme,Don't rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Same,Same,Same,Different,Same,Different,Different,Same,"'Fall' and 'fool' sound the same, 'full' sounds different",c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,South London ,4
Female,24,Letting agent,No,"2. Intermediate occupations (e.g. teacher, engineer, manager, higher admin etc.)",4,"Yes, for all of that time",Penicuik,Eh26,Roll,Sofa,Trousers,(Chewing) gum,Plimsolls,Tea,Other...,Ice lolly,"Chap door run, chappy, happy chappy, or some other term with 'chap' or 'chappy' in it",Yous(e),Don't rhyme,Rhyme,Don't rhyme,Don't rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Different,Same,Same,Same,Different,Different,Different,Different,"'Fool' and 'full' sound the same, 'fall' sounds different",c. I've heard some people use this expression,a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",e. No native speaker of English would say this,e. No native speaker of English would say this,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",e. No native speaker of English would say this,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it",e. No native speaker of English would say this,Central belt Scottish,4
Female,21,Student,Yes,"2. Intermediate occupations (e.g. teacher, engineer, manager, higher admin etc.)",4,"Yes, for all of that time",Penicuik,EH26 9AJ,Roll,Sofa,"Trousers,Kecks or kegs (or some other spelling variant)","(Chewing) gum,Chuggy",Plimsolls,Tea,Alley(way),Ice lolly,"Chap door run, chappy, happy chappy, or some other term with 'chap' or 'chappy' in it",Yous(e),Don't rhyme,Rhyme,Don't rhyme,Don't rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Different,Same,Same,Same,Different,Different,Different,Different,"'Fool' and 'full' sound the same, 'fall' sounds different",a. I'd say this myself,"b. I wouldn't use it, but people from my area do","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",e. No native speaker of English would say this,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,Scottish/Scots,7
male,20,Apprentice ,No,"2. Intermediate occupations (e.g. teacher, engineer, manager, higher admin etc.)",4,"Yes, for all of that time",Rushden and Irthlingborough (Northamptonshire),nn9,Bap,Sofa,Trousers,Chud,Other...,Tea,Alley(way),Ice lolly,Cherry knocking,You guys,Don't rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Same,Same,Same,Same,Different,Different,Different,Same,They all sound different to each other,e. No native speaker of English would say this,e. No native speaker of English would say this,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",e. No native speaker of English would say this,c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,e. No native speaker of English would say this,"d. A speaker of English might say this, but I haven't really heard it",English ,4
Female,21,Full time student,Yes,"2. Intermediate occupations (e.g. teacher, engineer, manager, higher admin etc.)",4,"Yes, for all of that time",Sheffield and Durham,DH1,Cob,Sofa,Trousers,(Chewing) gum,Other...,Tea,Snicket,Ice lolly,"Ding dong ditch, doorbell ditch, or some other term with 'ditch' in it",You all,Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Different,Same,Same,Same,Same,Different,Different,Same,They all sound different to each other,"b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,Indistinguishable Northern,4
Female,20,Student,Yes,"2. Intermediate occupations (e.g. teacher, engineer, manager, higher admin etc.)",4,"Yes, for all of that time",Wigan,WN6,"Barm,Bap,Roll","Couch,Settee,Sofa",Pants,"(Chewing) gum,Chewy",Pumps,Tea,Alley(way),Ice lolly,"Ding dong ditch, doorbell ditch, or some other term with 'ditch' in it,Knock and run, knock knock run, knock door run, knock-a-door run","You,You all,You lot",Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Rhyme,Rhyme,Same,Same,Same,Different,Same,Different,Different,Same,They all sound different to each other,a. I'd say this myself,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"Friendly, working class, Northern",6
Non-Binary,21,Student,Yes,"2. Intermediate occupations (e.g. teacher, engineer, manager, higher admin etc.)",4,"Yes, for all of that time","Ushaw Moor, Durham",DH7 7PD,Bun,"Settee,Sofa","Trousers,Kecks or kegs (or some other spelling variant)",Other...,Plimsolls,Tea,Alley(way),Ice lolly,"Ding dong ditch, doorbell ditch, or some other term with 'ditch' in it,Nicky nicky nine doors","You,You guys,Yous(e)",Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Different,Same,Same,Same,Same,Different,Different,Same,They all sound different to each other,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,Pitmatic,7
